headline_sentiment_comp,headline_sentiment_pos,headline_sentiment_neu,headline_sentiment_neg,headline_sentiment_but,text_sentiment_comp,text_sentiment_pos,text_sentiment_neu,text_sentiment_neg,text_sentiment_but
0.382,0.206,0.794,0,0,0.785,0.058,0.908,0.034,0
0,0,1,0,0,-0.859,0.023,0.932,0.045,0
-0.785,0,0.566,0.434,0,-0.979,0.042,0.868,0.091,0
0.691,0.388,0.612,0,0,0.97,0.08,0.864,0.055,1
0,0,1,0,0,0.998,0.114,0.84,0.046,4
-0.572,0,0.684,0.316,0,-0.992,0.037,0.884,0.078,4
-0.226,0,0.826,0.174,0,-0.984,0.079,0.817,0.104,5
-0.052,0,0.902,0.098,0,0.599,0.085,0.842,0.073,2
-0.296,0,0.804,0.196,0,-0.977,0.079,0.82,0.1,5
0,0,1,0,0,-0.976,0.056,0.867,0.077,6
0,0,1,0,0,-0.984,0.058,0.849,0.093,4
0.442,0.225,0.775,0,0,-0.998,0.053,0.862,0.085,4
-0.298,0.168,0.598,0.234,0,-0.989,0.027,0.922,0.051,1
-0.226,0.243,0.435,0.322,0,-0.984,0.025,0.808,0.167,1
0,0,1,0,0,-0.999,0.066,0.828,0.106,7
-0.34,0,0.769,0.231,0,0.519,0.087,0.839,0.074,2
0,0,1,0,0,-0.851,0.065,0.867,0.068,4
0.402,0.172,0.828,0,0,-0.747,0.092,0.804,0.104,1
0.625,0.298,0.702,0,0,-0.996,0.097,0.765,0.138,6
-0.273,0,0.861,0.139,0,-0.024,0.071,0.866,0.063,0
-0.802,0,0.556,0.444,0,-0.999,0.076,0.798,0.125,17
0,0,1,0,0,0.953,0.05,0.908,0.043,7
-0.494,0,0.714,0.286,0,0.965,0.086,0.875,0.039,1
0,0,1,0,0,-0.998,0.039,0.876,0.085,2
0,0,1,0,0,-0.998,0.046,0.852,0.102,5
0,0.206,0.588,0.206,0,-0.878,0.048,0.873,0.078,0
0.128,0.12,0.88,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.151,0.15,0.85,0,0,-0.74,0.07,0.855,0.075,4
-0.296,0,0.82,0.18,0,-0.998,0.065,0.818,0.117,6
0.708,0.424,0.576,0,0,0.267,0.109,0.77,0.12,2
-0.421,0.129,0.606,0.265,0,-0.989,0.022,0.833,0.145,0
-0.649,0,0.699,0.301,0,-0.999,0.023,0.873,0.104,2
0,0,1,0,0,0.185,0.072,0.866,0.062,5
0.511,0.231,0.769,0,0,-0.994,0.074,0.821,0.105,0
-0.361,0,0.762,0.238,0,0.787,0.068,0.876,0.055,4
0,0,1,0,0,0.555,0.081,0.843,0.077,1
0,0,1,0,0,-0.977,0.072,0.845,0.083,3
0,0,1,0,0,-0.996,0.063,0.817,0.12,1
0,0,1,0,0,0.989,0.111,0.859,0.031,3
0.44,0.244,0.756,0,0,0.938,0.078,0.884,0.038,1
0,0,1,0,0,0.965,0.077,0.864,0.059,4
-0.202,0,0.816,0.184,0,0.807,0.092,0.843,0.064,0
-0.296,0,0.804,0.196,0,-0.966,0.103,0.795,0.102,5
-0.25,0.164,0.597,0.239,0,-0.994,0.061,0.866,0.073,5
-0.44,0,0.707,0.293,0,-0.996,0.034,0.854,0.112,2
-0.382,0,0.776,0.224,0,-0.956,0.096,0.784,0.12,5
-0.296,0,0.845,0.155,0,-0.959,0.041,0.872,0.087,1
0,0,1,0,0,0.902,0.079,0.862,0.059,1
-0.872,0,0.568,0.432,0,-0.999,0.065,0.764,0.171,6
0.586,0.257,0.743,0,0,0.998,0.108,0.835,0.057,3
-0.599,0,0.642,0.358,0,-0.999,0.052,0.817,0.132,2
-0.382,0,0.776,0.224,0,-0.992,0.045,0.875,0.081,2
-0.128,0,0.842,0.158,0,-0.997,0.089,0.798,0.113,10
-0.893,0,0.457,0.543,0,-0.987,0.063,0.823,0.114,3
0,0,1,0,0,-0.899,0.094,0.81,0.096,1
-0.494,0,0.802,0.198,0,-0.999,0.074,0.809,0.116,10
-0.494,0,0.802,0.198,0,-0.994,0.062,0.846,0.093,4
-0.494,0,0.738,0.262,0,0.996,0.117,0.803,0.08,9
-0.691,0,0.598,0.402,0,-0.985,0.021,0.857,0.122,0
0,0,1,0,0,-1,0.057,0.772,0.171,5
0,0,1,0,0,0,0,1,0,0
-0.25,0,0.75,0.25,0,0,0,1,0,0
-0.459,0,0.75,0.25,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.527,0,0.694,0.306,0,-0.998,0.06,0.818,0.122,5
-0.511,0,0.645,0.355,0,0.467,0.041,0.918,0.041,2
-0.494,0,0.738,0.262,0,-0.999,0.052,0.84,0.107,6
-0.778,0.079,0.488,0.433,0,-0.999,0.064,0.736,0.2,1
0,0,1,0,0,0.995,0.061,0.917,0.022,2
-0.586,0,0.593,0.407,0,-0.857,0.07,0.856,0.074,1
0,0,1,0,0,-0.999,0.059,0.829,0.112,5
-0.318,0,0.827,0.173,0,-0.998,0.09,0.781,0.128,9
0,0,1,0,0,-0.993,0.031,0.886,0.083,2
-0.612,0,0.737,0.263,0,-0.296,0.023,0.944,0.033,0
0,0,1,0,0,-0.968,0.059,0.844,0.097,0
-0.691,0,0.659,0.341,0,0.994,0.113,0.805,0.082,2
-0.296,0,0.845,0.155,0,-0.747,0.057,0.883,0.06,1
0,0,1,0,0,-0.964,0.057,0.875,0.069,10
-0.557,0,0.735,0.265,0,0.856,0.074,0.884,0.042,0
-0.296,0,0.804,0.196,0,-0.993,0.057,0.874,0.069,9
0,0,1,0,1,0.989,0.064,0.905,0.031,4
0,0,1,0,0,-0.996,0.052,0.883,0.065,6
0,0,1,0,0,0.997,0.099,0.863,0.038,4
-0.586,0,0.743,0.257,0,-0.95,0.059,0.85,0.091,4
0,0,1,0,0,0.772,0.081,0.87,0.049,1
-0.527,0,0.673,0.327,0,-0.99,0.087,0.774,0.138,2
-0.844,0.138,0.308,0.554,0,-1,0.061,0.728,0.21,15
-0.586,0,0.625,0.375,0,-0.986,0.071,0.819,0.11,2
-0.649,0,0.602,0.398,0,-0.998,0.07,0.777,0.153,4
-0.226,0,0.888,0.112,0,-0.394,0.066,0.874,0.06,1
-0.527,0,0.673,0.327,0,-0.939,0.054,0.853,0.094,2
-0.477,0.104,0.609,0.287,0,-0.99,0.086,0.8,0.114,6
-0.902,0,0.427,0.573,0,-0.999,0.05,0.795,0.154,3
-0.128,0,0.842,0.158,0,-0.947,0.054,0.87,0.077,2
0.494,0.225,0.775,0,0,0.997,0.134,0.785,0.08,3
-0.813,0,0.519,0.481,0,0.98,0.082,0.854,0.064,6
0.318,0.315,0.685,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0.998,0.108,0.853,0.039,7
0.402,0.213,0.787,0,0,-0.994,0.063,0.816,0.121,2
-0.341,0,0.769,0.231,0,-0.999,0.047,0.832,0.121,5
-0.625,0,0.687,0.313,0,-0.999,0.057,0.858,0.085,7
0,0.269,0.385,0.346,0,-0.992,0.084,0.79,0.127,2
-0.477,0,0.763,0.237,0,0.994,0.116,0.824,0.06,1
-0.382,0,0.794,0.206,0,-0.758,0.029,0.917,0.054,1
0.67,0.29,0.71,0,0,0.986,0.096,0.831,0.073,12
-0.361,0,0.815,0.185,0,0.312,0.049,0.909,0.042,0
0,0,1,0,0,0.969,0.066,0.885,0.049,4
0,0,1,0,0,-0.978,0.061,0.833,0.106,2
0,0,1,0,0,-0.992,0.051,0.826,0.123,2
-0.361,0.197,0.462,0.341,0,-0.997,0.051,0.881,0.068,5
0,0,1,0,0,-0.924,0.071,0.837,0.093,1
0.226,0.224,0.606,0.17,0,-0.987,0.029,0.832,0.139,1
0,0,1,0,0,0,0,1,0,0
-0.459,0,0.75,0.25,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.026,0.099,0.901,0,0,-0.999,0.042,0.86,0.098,6
0,0,1,0,0,-0.999,0.056,0.808,0.136,5
0,0,1,0,0,0.994,0.107,0.822,0.072,4
-0.758,0,0.552,0.448,0,-0.993,0.052,0.826,0.122,3
0,0,1,0,0,0.993,0.075,0.887,0.038,1
0.318,0.161,0.839,0,0,0.954,0.089,0.837,0.074,8
0.361,0.2,0.8,0,0,0.999,0.137,0.812,0.051,9
0,0,1,0,0,-0.971,0.06,0.866,0.074,5
0,0,1,0,0,-0.99,0.028,0.872,0.099,3
0.417,0.236,0.764,0,0,0.663,0.03,0.938,0.031,8
-0.029,0.191,0.607,0.202,0,-0.999,0.06,0.808,0.132,4
-0.494,0.147,0.517,0.336,0,-0.997,0.087,0.777,0.135,7
-0.381,0,0.794,0.206,1,-0.983,0.084,0.822,0.094,9
-0.586,0.149,0.417,0.435,0,-0.914,0.087,0.817,0.095,5
0,0,1,0,0,-0.999,0.062,0.797,0.141,14
0,0,1,0,0,-0.998,0.088,0.759,0.153,5
-0.153,0.149,0.67,0.18,0,0.995,0.058,0.912,0.03,3
-0.477,0,0.78,0.22,1,-0.949,0.101,0.783,0.116,0
-0.402,0,0.684,0.316,0,-0.999,0.037,0.831,0.132,2
-0.557,0,0.455,0.545,0,0,0,1,0,0
0.178,0.175,0.825,0,0,0,0,1,0,0
-0.34,0,0.806,0.194,0,-0.999,0.075,0.79,0.135,7
-0.718,0,0.538,0.462,0,0.782,0.093,0.814,0.093,1
-0.402,0,0.649,0.351,0,-0.998,0.055,0.795,0.15,3
0,0,1,0,0,0.931,0.068,0.87,0.063,12
0.026,0.091,0.909,0,0,-0.998,0.082,0.79,0.128,5
-0.807,0,0.354,0.646,0,-1,0.07,0.74,0.19,23
0,0,1,0,0,-0.999,0.032,0.847,0.122,3
0,0,1,0,0,-0.86,0.089,0.822,0.089,2
0.557,0.437,0.417,0.146,1,0.999,0.154,0.78,0.067,5
0.318,0.336,0.442,0.221,0,0.999,0.115,0.824,0.061,7
-0.527,0,0.764,0.236,0,-0.994,0.047,0.837,0.116,1
0,0,1,0,0,-0.965,0.057,0.867,0.076,3
-0.872,0,0.377,0.623,0,-0.999,0.028,0.829,0.143,1
0,0,1,0,0,-0.989,0.032,0.858,0.11,0
-0.802,0,0.494,0.506,0,-1,0.071,0.745,0.183,3
-0.526,0,0.702,0.298,0,-0.959,0.056,0.861,0.083,1
0,0,1,0,0,0.79,0.046,0.917,0.037,4
-0.807,0,0.552,0.448,0,-0.999,0.056,0.804,0.14,2
-0.273,0,0.861,0.139,0,0.926,0.09,0.86,0.05,1
0.494,0.286,0.714,0,0,-0.847,0.038,0.916,0.046,3
0.285,0.235,0.633,0.131,1,0.994,0.121,0.785,0.094,5
-0.772,0,0.374,0.626,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.542,0,0.667,0.333,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.34,0,0.745,0.255,0,0,0,1,0,0
0,0,1,0,0,0.998,0.113,0.822,0.065,11
-0.791,0,0.533,0.467,0,-1,0.029,0.8,0.171,2
0.572,0.252,0.748,0,0,0.178,0.066,0.874,0.06,2
-0.382,0,0.776,0.224,0,-0.995,0.023,0.899,0.078,2
0,0,1,0,0,0.996,0.104,0.838,0.058,4
0,0,1,0,0,-0.597,0.048,0.899,0.053,2
-0.758,0,0.552,0.448,0,-0.961,0.05,0.869,0.081,1
-0.599,0,0.719,0.281,0,-0.996,0.056,0.813,0.131,4
0,0,1,0,0,0.995,0.081,0.875,0.044,2
0,0,1,0,0,-0.998,0.054,0.829,0.117,5
-0.872,0,0.44,0.56,0,-1,0.079,0.738,0.183,6
-0.599,0,0.698,0.302,0,0,0,1,0,0
0.296,0.216,0.784,0,0,-0.898,0.053,0.884,0.062,4
-0.599,0,0.755,0.245,0,-0.997,0.033,0.822,0.145,0
-0.34,0,0.789,0.211,0,0.893,0.118,0.77,0.112,6
-0.527,0,0.805,0.195,0,-0.985,0.057,0.842,0.101,0
-0.318,0,0.827,0.173,0,-0.977,0.063,0.858,0.079,5
-0.511,0,0.708,0.292,0,-0.999,0.076,0.818,0.106,12
0,0,1,0,0,-0.986,0.064,0.851,0.085,4
-0.572,0,0.748,0.252,0,-0.996,0.046,0.848,0.106,3
0.202,0.167,0.833,0,0,-0.991,0.069,0.824,0.107,1
-0.103,0.175,0.625,0.2,0,-0.987,0.041,0.893,0.066,4
-0.557,0,0.735,0.265,0,0.982,0.086,0.863,0.051,2
-0.477,0,0.693,0.307,0,-0.463,0.082,0.832,0.086,11
-0.859,0,0.387,0.613,0,-0.999,0.084,0.756,0.16,5
-0.318,0,0.635,0.365,0,0,0,1,0,0
-0.25,0,0.8,0.2,0,0,0,1,0,0
0,0,1,0,0,-0.997,0.041,0.888,0.071,6
-0.878,0,0.442,0.558,0,-0.994,0.093,0.762,0.145,2
0,0,1,0,0,-0.85,0.082,0.826,0.092,4
0.421,0.219,0.781,0,0,0.989,0.118,0.794,0.088,3
0,0,1,0,0,-0.993,0.063,0.833,0.104,5
-0.34,0.144,0.632,0.224,0,-0.999,0.079,0.781,0.14,5
-0.822,0,0.568,0.432,0,-0.999,0.048,0.807,0.145,3
-0.612,0,0.615,0.385,0,-0.999,0.049,0.826,0.125,7
0,0,1,0,0,-0.999,0.049,0.816,0.135,5
0,0,1,0,0,0.994,0.104,0.842,0.054,2
-0.421,0,0.714,0.286,0,-1,0.059,0.806,0.135,7
-0.226,0.15,0.619,0.23,0,0,0,1,0,0
-0.103,0,0.833,0.167,0,0,0,1,0,0
0.382,0.224,0.776,0,0,0,0,1,0,0
0,0,1,0,0,0.998,0.113,0.827,0.061,3
0.103,0.167,0.686,0.147,0,-0.94,0.088,0.816,0.096,5
0,0,1,0,0,-0.872,0.063,0.865,0.072,3
-0.527,0.18,0.449,0.371,0,-0.993,0.042,0.897,0.061,6
0,0,1,0,0,0.993,0.112,0.81,0.078,7
0.318,0.187,0.813,0,0,0.982,0.057,0.908,0.035,2
-0.382,0.169,0.462,0.369,0,-0.996,0.049,0.831,0.119,3
0,0,1,0,0,-0.994,0.049,0.858,0.093,4
-0.848,0,0.494,0.506,0,-0.999,0.056,0.827,0.116,0
0.318,0.166,0.759,0.076,0,-0.838,0.107,0.783,0.11,7
0.421,0.219,0.781,0,0,0.979,0.059,0.918,0.023,4
-0.296,0,0.784,0.216,0,-0.99,0.055,0.875,0.07,8
-0.273,0,0.826,0.174,0,-1,0.03,0.866,0.104,3
-0.296,0,0.784,0.216,0,0.681,0.071,0.87,0.058,1
-0.477,0,0.763,0.237,0,-0.999,0.053,0.791,0.156,3
-0.84,0,0.529,0.471,0,-0.998,0.076,0.78,0.144,5
0,0,1,0,0,0.974,0.065,0.9,0.035,3
-0.802,0,0.461,0.539,0,-0.968,0.086,0.82,0.094,3
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.103,0,0.851,0.149,0,0,0,1,0,0
0.494,0.348,0.652,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.25,0,0.833,0.167,0,-0.997,0.049,0.825,0.126,0
0.361,0.161,0.839,0,0,0.988,0.112,0.811,0.077,5
-0.66,0,0.522,0.478,0,-0.995,0.061,0.832,0.108,2
0.813,0.512,0.488,0,0,-0.903,0.096,0.81,0.094,8
0.511,0.268,0.732,0,0,0.996,0.101,0.849,0.05,6
0,0,1,0,0,0.994,0.097,0.851,0.052,4
-0.67,0,0.621,0.379,0,-0.892,0.098,0.799,0.102,5
0.077,0.115,0.885,0,0,0.822,0.078,0.849,0.073,0
-0.052,0.195,0.593,0.212,0,-0.7,0.111,0.78,0.109,4
0,0,1,0,0,-0.993,0.049,0.843,0.108,0
0,0,1,0,0,0.999,0.163,0.75,0.086,8
-0.296,0,0.784,0.216,0,0.99,0.133,0.789,0.078,2
0,0,1,0,0,0,0,1,0,0
-0.052,0,0.854,0.146,0,0,0,1,0,0
-0.421,0,0.763,0.237,0,-0.991,0.025,0.858,0.116,1
0,0,1,0,0,-0.234,0.08,0.84,0.08,1
0.226,0.173,0.719,0.108,0,-0.99,0.044,0.866,0.089,2
-0.599,0,0.755,0.245,0,-0.998,0.049,0.81,0.141,1
0.527,0.362,0.638,0,0,0.989,0.071,0.889,0.04,5
-0.625,0,0.631,0.369,0,-0.963,0.077,0.829,0.095,3
-0.625,0,0.728,0.272,0,-0.862,0.063,0.85,0.087,2
-0.649,0,0.619,0.381,0,-0.996,0.05,0.833,0.117,1
0,0,1,0,0,0.999,0.114,0.841,0.044,10
0,0,1,0,0,0.914,0.075,0.859,0.066,2
-0.34,0,0.821,0.179,0,-0.976,0.041,0.878,0.081,2
0,0,1,0,0,-1,0.073,0.748,0.179,4
-0.542,0,0.69,0.31,0,0.98,0.091,0.838,0.071,4
-0.718,0,0.5,0.5,0,-0.974,0.056,0.854,0.09,1
0,0,1,0,0,0.997,0.095,0.868,0.037,2
-0.681,0.149,0.464,0.387,0,0.997,0.109,0.831,0.06,3
0,0,1,0,0,0,0,1,0,0
-0.557,0,0.521,0.479,0,0,0,1,0,0
-0.542,0,0.526,0.474,0,0,0,1,0,0
-0.382,0,0.606,0.394,0,0,0,1,0,0
-0.67,0,0.64,0.36,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.296,0.216,0.784,0,0,-0.896,0.083,0.83,0.087,8
0,0,1,0,0,-0.998,0.058,0.86,0.082,15
0,0,1,0,0,-0.977,0.077,0.834,0.089,6
-0.402,0,0.722,0.278,0,-0.998,0.069,0.831,0.1,8
0.202,0.171,0.706,0.124,0,-0.943,0.096,0.801,0.102,5
-0.542,0,0.69,0.31,0,-0.993,0.062,0.838,0.1,8
0,0,1,0,0,0.982,0.079,0.858,0.063,2
0,0,1,0,0,0.815,0.082,0.868,0.05,1
-0.796,0,0.496,0.504,0,-0.967,0.031,0.825,0.144,0
0,0,1,0,0,-0.758,0.074,0.835,0.092,0
-0.494,0,0.758,0.242,0,-0.978,0.1,0.788,0.112,4
0,0,1,0,0,0.995,0.092,0.852,0.056,3
-0.7,0,0.547,0.453,0,0.968,0.083,0.863,0.053,1
0,0,1,0,0,-0.919,0.053,0.871,0.077,1
0,0,1,0,0,0.977,0.087,0.843,0.07,3
0,0,1,0,0,-0.984,0.049,0.84,0.111,2
-0.796,0,0.559,0.441,0,0,0,1,0,0
-0.273,0,0.811,0.189,0,-0.415,0.068,0.866,0.066,8
0,0,1,0,1,0.997,0.136,0.761,0.102,10
0,0,1,0,0,0.935,0.094,0.828,0.078,5
-0.572,0,0.73,0.27,0,0.385,0.078,0.849,0.074,6
-0.612,0,0.692,0.308,0,0.539,0.06,0.879,0.061,4
0,0,1,0,0,0.992,0.066,0.924,0.01,1
-0.128,0,0.824,0.176,0,0.994,0.108,0.814,0.078,8
0,0,1,0,0,0.998,0.099,0.863,0.038,7
-0.226,0,0.759,0.241,0,0,0,1,0,0
-0.67,0,0.56,0.44,0,0,0,1,0,0
0.34,0.255,0.745,0,0,0,0,1,0,0
-0.202,0,0.816,0.184,0,-0.993,0.072,0.832,0.096,9
-0.714,0.086,0.447,0.466,1,-0.998,0.085,0.764,0.151,3
0,0,1,0,0,0.998,0.095,0.887,0.018,5
0,0,1,0,0,-0.676,0.065,0.861,0.073,1
0.052,0.203,0.608,0.189,0,0.989,0.084,0.854,0.063,4
0,0,1,0,0,-0.884,0.043,0.891,0.066,3
-0.66,0,0.584,0.416,0,-0.999,0.075,0.776,0.149,3
0.402,0.197,0.803,0,0,-0.972,0.079,0.833,0.088,9
-0.361,0,0.8,0.2,0,-0.995,0.064,0.843,0.094,7
0,0,1,0,0,0.999,0.12,0.847,0.033,6
-0.813,0,0.489,0.511,0,-0.968,0.071,0.821,0.108,1
-0.572,0,0.802,0.198,0,-0.887,0.049,0.898,0.053,4
-0.25,0.103,0.714,0.183,0,-0.993,0.062,0.841,0.096,5
-0.785,0,0.537,0.463,0,-0.999,0.058,0.773,0.169,3
0,0,1,0,0,0.989,0.065,0.913,0.022,3
0,0,1,0,0,0.989,0.079,0.897,0.023,0
0,0,1,0,0,0,0,1,0,0
-0.361,0,0.667,0.333,0,0,0,1,0,0
-0.318,0,0.777,0.223,0,0,0,1,0,0
-0.226,0,0.787,0.213,0,0,0,1,0,0
0.153,0.24,0.577,0.183,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,-0.998,0.071,0.766,0.163,3
0.572,0.291,0.709,0,0,-0.997,0.067,0.78,0.153,1
-0.822,0,0.542,0.458,0,-0.999,0.064,0.727,0.208,0
-0.542,0,0.696,0.304,0,0.978,0.11,0.803,0.087,7
0.382,0.178,0.822,0,0,0.994,0.131,0.773,0.096,6
-0.556,0,0.566,0.434,0,-0.999,0.075,0.777,0.148,7
-0.44,0,0.756,0.244,0,-0.958,0.062,0.851,0.087,4
0,0,1,0,0,-0.954,0.053,0.882,0.065,8
0.637,0.318,0.682,0,0,0.994,0.084,0.876,0.04,2
0.744,0.412,0.588,0,0,-0.994,0.056,0.868,0.076,3
0.463,0.201,0.799,0,0,-0.271,0.091,0.813,0.095,9
0,0,1,0,0,-0.997,0.082,0.787,0.131,5
0,0,1,0,0,0.999,0.119,0.832,0.049,9
0.202,0.184,0.816,0,0,-0.939,0.061,0.878,0.062,6
-0.44,0,0.562,0.438,0,0,0,1,0,0
-0.052,0,0.806,0.194,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.382,0,0.729,0.271,0,0,0,1,0,0
0,0.215,0.614,0.171,0,-0.995,0.054,0.816,0.13,3
0,0,1,0,0,0.874,0.052,0.909,0.039,3
-0.34,0,0.769,0.231,0,-0.996,0.046,0.817,0.138,3
0,0,1,0,0,0.108,0.042,0.915,0.043,3
-0.421,0,0.763,0.237,1,0.922,0.083,0.855,0.062,2
0,0,1,0,0,0.337,0.059,0.885,0.056,5
0,0,1,0,0,-0.988,0.068,0.837,0.095,4
-0.296,0,0.804,0.196,0,-0.997,0.077,0.816,0.107,4
-0.807,0,0.578,0.422,0,-0.99,0.045,0.816,0.139,2
-0.382,0,0.755,0.245,0,-0.906,0.043,0.875,0.082,0
0.271,0.313,0.487,0.2,0,-0.998,0.059,0.818,0.122,5
-0.273,0,0.811,0.189,0,-0.986,0.038,0.883,0.078,0
0.052,0.239,0.532,0.229,0,-0.966,0.064,0.864,0.072,4
0,0,1,0,1,0.971,0.087,0.836,0.077,5
-0.511,0,0.708,0.292,0,0.931,0.097,0.811,0.092,6
0.402,0.213,0.787,0,0,0.998,0.09,0.895,0.015,6
-0.318,0,0.723,0.277,0,0.519,0.081,0.84,0.08,3
0,0,1,0,0,-0.853,0.06,0.865,0.075,1
0.494,0.457,0.543,0,0,0.981,0.103,0.846,0.051,3
0.7,0.345,0.655,0,0,0.996,0.079,0.887,0.034,4
0,0,1,0,0,0,0,1,0,0
0.296,0.423,0.577,0,0,0.782,0.075,0.852,0.072,4
0,0,1,0,0,0.94,0.078,0.867,0.054,2
0,0,1,0,0,-0.808,0.078,0.843,0.079,6
-0.71,0,0.543,0.457,0,-0.976,0.089,0.792,0.119,3
0.361,0.235,0.615,0.151,0,0.995,0.09,0.859,0.051,6
-0.494,0.161,0.5,0.339,0,-0.998,0.072,0.77,0.158,3
-0.557,0,0.753,0.247,0,-0.83,0.077,0.816,0.107,0
-0.802,0,0.556,0.444,0,-0.999,0.078,0.779,0.142,6
0.572,0.346,0.654,0,0,0.932,0.1,0.811,0.089,4
-0.296,0,0.82,0.18,0,0.328,0.054,0.902,0.044,2
-0.382,0,0.776,0.224,0,-0.99,0.054,0.865,0.081,6
-0.273,0,0.826,0.174,0,0.931,0.087,0.838,0.075,2
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.637,0.318,0.682,0,0,0,0,1,0,0
0,0,1,0,0,-0.997,0.062,0.831,0.107,2
0.71,0.457,0.543,0,0,-1,0.101,0.711,0.187,5
-0.296,0,0.845,0.155,0,-0.999,0.052,0.843,0.105,7
0.296,0.239,0.761,0,0,-0.967,0.088,0.811,0.1,5
-0.625,0,0.709,0.291,0,-0.996,0.098,0.772,0.131,3
-0.178,0.228,0.569,0.203,0,-0.934,0.072,0.851,0.077,6
-0.557,0,0.735,0.265,0,-0.977,0.038,0.904,0.058,1
0,0,1,0,0,-0.937,0.052,0.882,0.066,5
-0.612,0,0.6,0.4,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.421,0,0.843,0.157,0,-1,0.035,0.866,0.099,9
0.309,0.234,0.618,0.148,1,-0.999,0.065,0.777,0.158,8
-0.226,0.299,0.355,0.345,0,-0.998,0.09,0.748,0.163,11
0,0,1,0,0,0.311,0.07,0.863,0.068,9
0.545,0.334,0.666,0,0,-0.996,0.043,0.871,0.086,3
-0.796,0,0.496,0.504,0,-0.999,0.052,0.863,0.085,7
0,0,1,0,0,-0.919,0.096,0.805,0.099,6
0,0,1,0,0,0.997,0.087,0.899,0.015,3
0,0,1,0,0,-0.996,0.044,0.895,0.062,6
0,0,1,0,0,-0.95,0,0.889,0.111,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.836,0,0.582,0.418,0,-0.996,0.062,0.831,0.107,4
0.361,0.238,0.762,0,0,-0.851,0.058,0.885,0.057,4
0,0,1,0,0,-0.935,0.067,0.853,0.08,0
0,0,1,0,0,-0.477,0.048,0.901,0.051,0
-0.802,0,0.526,0.474,0,-0.974,0.015,0.902,0.083,1
-0.923,0,0.448,0.552,0,-0.998,0.05,0.81,0.14,0
0,0,1,0,0,-0.894,0.064,0.827,0.108,2
0,0,1,0,0,-0.872,0.028,0.905,0.067,2
-0.318,0,0.839,0.161,0,0.996,0.116,0.817,0.067,3
0,0,1,0,0,0.998,0.108,0.857,0.035,5
-0.34,0,0.888,0.112,0,-0.988,0.056,0.809,0.135,3
-0.599,0.084,0.645,0.271,0,-0.998,0.037,0.84,0.123,0
-0.557,0,0.765,0.235,0,0.943,0.103,0.82,0.078,4
0,0,1,0,0,-0.998,0.027,0.855,0.118,0
0.511,0.268,0.732,0,0,-0.984,0.035,0.86,0.106,2
0,0,1,0,0,-0.983,0.031,0.84,0.129,4
-0.67,0,0.609,0.391,0,-0.998,0.075,0.805,0.119,5
-0.691,0,0.657,0.343,0,-0.834,0.041,0.878,0.081,1
-0.542,0.117,0.584,0.299,0,-0.998,0.037,0.89,0.073,6
-0.296,0,0.784,0.216,0,-0.869,0.042,0.892,0.066,0
-0.372,0,0.779,0.221,1,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,-0.999,0.062,0.813,0.124,1
0.34,0.286,0.714,0,0,-0.993,0.058,0.852,0.09,3
0,0,1,0,0,0.363,0.048,0.903,0.049,3
-0.382,0,0.776,0.224,0,0.991,0.099,0.834,0.067,3
0,0,1,0,0,0.999,0.152,0.8,0.048,6
0,0,1,0,0,-0.998,0.046,0.814,0.14,2
0,0,1,0,0,0.786,0.074,0.864,0.062,2
-0.477,0,0.744,0.256,0,-0.992,0.089,0.791,0.12,2
-0.886,0,0.38,0.62,0,-0.998,0.044,0.867,0.088,2
-0.44,0.121,0.573,0.306,0,-0.991,0.042,0.883,0.075,4
-0.743,0,0.559,0.441,0,-0.993,0,0.871,0.129,1
-0.778,0,0.595,0.405,0,-0.997,0.06,0.851,0.089,5
-0.844,0.064,0.405,0.532,0,-1,0.072,0.76,0.168,5
-0.542,0,0.72,0.28,0,-0.999,0.06,0.756,0.184,2
0,0,1,0,0,0,0,1,0,0
-0.66,0,0.645,0.355,0,0,0,1,0,0
-0.44,0,0.756,0.244,0,-0.997,0.07,0.77,0.16,2
0,0,1,0,0,0.999,0.132,0.833,0.035,6
0.599,0.281,0.719,0,0,0.997,0.12,0.807,0.073,2
0,0,1,0,0,0.999,0.118,0.818,0.063,5
